org_name,org_alt_name,ein_num,bio,city,state,assets,income
Food Exploration and Discovery,,85-1113722,"[""and STEAM principles with innovative, problem-solving lens on <em>climate change.</em> Food ED's focus is inviting the community-at-large into their work at each garden and compost hub which revolves around environmental stewardship, eco-justice, and healthy living practices through gardening, workshops, and volunteering."", ' Environment, <em>Climate change,</em> Natural resources, Solid waste management, Composting, Environmental']",Monrovia,CA,252738,431825
White Buffalo Land Trust,,82-4562776,"[' farmer and rancher training, ecological education, research &amp; monitoring, Environment, <em>Climate change,</em> Agriculture, fishing and', 'to directly address the <em>climate,</em> biodiversity, public health, and food security challenges that we face today. We believe <em>change</em> begins on the ground and that our local solutions lead to regional and global impact through shared data, models, and linking practices to outcomes. farmer']",Santa Barbara,CA,4260939,2365741
Agrarian Land Trust,Agrarian Trust,47-5508054,"['beginning farmers, farmers, land, land transition, conservation, land trust, commons, environment, sustainability, sustainable agriculture, organic, farmland preservation, farmland, Environment, <em>Climate change,</em> Natural resources, Land resources, Agriculture, fishing and forestry, Human rights, Antidiscrimination, Ethnic and racial minority rights, Sexual identity, LGBTQ people, Women and girls, Ethnic']",Portland,OR,3583547,901644
Whidbey Camano Land Trust,WCLT,91-1261928,"['Environment, <em>Climate change,</em> Biodiversity, Wildlife biodiversity, Forest preservation, Environmental education, Nature education, Agriculture, fishing and forestry, Agriculture, Farmlands, Natural resources, Age groups, Children and youth, Adults, Non-governmental organizations, Public charities', ' The Whidbey Camano Land Trust is focused on protecting the most important lands and waters that promote <em>climate</em> resilience']",Greenbank,WA,28742302,3954490
Cisco Systems Foundation,,77-0443347,"[' Education, Elementary and secondary education, Elementary education, STEM education, Environment, <em>Climate change,</em> Natural resources, Energy resources, Energy efficiency, Philanthropy, Foundations, Health, Public health, Water access, sanitation and hygiene, Clean water supply, Information and communications', ' period to reverse the impact of <em>climate change.</em> Special emphasis is directed toward programs designed to reduce greenhouse gas and carbon emissions; increase energy efficiency; create and advance access to green jobs; and <em>change</em> community behavior that leads to carbon footprint reduction, community <em>climate</em> resilience, and a local/regional vision of a shared <em>climate</em> future. Through Global Impact Cash']",San Jose,CA,214319622,75467829
Beavers Northwest,,47-2897704,"[' conservation, beaver management, outreach, beavers, salmon, aquatic ecosystems, Environment, <em>Climate change,</em> Natural resources, Water resources, Biodiversity, Wildlife biodiversity, Environmental education, Age groups, Children and youth, Adults, Family relationships, Families, Non-governmental organizations']",Shoreline,WA,193003,279015
GROWTH PARTNERS ARIZONA,,45-5021995,"['coaching, community development financial institution, access to capital, low to moderate income, Economic Justice, Racial Wealth Gap, Small Business Advocacy, Environment, Environmental justice, <em>Climate change,</em> Community and economic development, Economic development, Age groups, Adults, Non-governmental organizations, Public charities', ' boards, as well as improved financial stability. GPAz structures operational loans and provides guidance to small business owners who lack access to traditional sources of capital, create positive <em>change</em> in underserved Arizona communities, and who value working with a nonprofit partner. These loans provide businesses an on-ramp to the financial mainstream and bankability. We support economic development']",Phoenix,AZ,3443264,1079101
Dragonfly Global Cooperative,Dragonfly Global Project,85-3501190,"[' Small acts that cumulatively have a big impact., Education, Equal opportunity in education, Elementary and secondary education, Secondary education, Environment, <em>Climate change,</em> Sports and recreation, Sports, Sports training, Human services, Arts and culture, Humanities, Sexual identity, Women and girls, Social and economic status, Non-governmental organizations, Public']",Seattle,WA,0,0
Center for Sustainable Economy,CSE,36-4541988,"[' The staggering costs of <em>climate change</em> are no longer speculative – they are unfolding with alarming frequency and drama. But it is the economic, political, and social implications of <em>climate change</em> that are starting to drive <em>change</em>.The Center for Sustainable Economy (CSE) recognizes that, in order to slow <em>climate change,</em> we must both work to keep over two-thirds of proven', 'clearcutting and other practices on the <em>climate</em> agendas for Oregon, Washington and California and develops innovative solutions for phasing these practices out and ramping up <em>climate</em> smart alternatives.Oregon Forest Practices Act Reform – CSE is working with partners to modernize Oregon’s Forest Practices Act (OFPA) in order to meet the challenges of <em>climate change,</em> extinction, and rural poverty. We promote']",West Linn,OR,499920,271915
INLAND CONGREGATION UNITED FOR CHANGE SPONSORING COMMITTEE INC,ICUC,33-0480298,"['unlocks the power of ordinary people to build vibrant communities based on the values of family, justice, diversity and action. ICUC empowers faith-based congregations to be a powerful vehicle for social <em>change</em> within the Inland Empire.', 'immigrant organizing is <em>changing</em> the political landscape in communities across the country. To organize Inland Empire communities to impact the public narrative with our shared values of faith by organizing participation in elections, candidate forums, and the broader civic arena.  Additionally, civic engagement tools will continue to be a critical part of issue campaigns School <em>climate</em> is a factor that greatly']",San Bernardino,CA,4247825,4889219
Bonsal Wildlife Preserve Conservancy,Friends of the Bonsal Preserve,88-0767828,"[' Environment, <em>Climate change,</em> Natural resources, Water resources, Rivers and lakes, Wetlands, Water pollution, Biodiversity, Wildlife biodiversity, Aquatic wildlife protection, Bird preservation, Plant biodiversity, Forest preservation, Forest management, Environmental']",Montclair,NJ,0,0
CHARITY CROSSING INC,Charity Crossing,81-3295623,"['   Charity, Environment, <em>Climate change,</em> Natural resources, Solid waste management, Recycling, Human services, Ethnic and racial groups, Multiracial people, Social and economic status, Economically disadvantaged people, Non-governmental']",Bear,DE,92201,709289
